Make,Model,Model w/ Mark w/ Edition,Production From,Production To,Legacy Note,GUID,Facelift Of GUID
Audi,S6,S6 C7,14,,Facelift,972595b4-a562-4774-82d5-966f9455a8fb,343911ad-6af0-470d-9b27-2092fa046802
Audi,S6,S6 C7 Avant,14,,Facelift,995f07a2-1ef9-4d17-b25d-e32a84efb041,1f4e3728-e8ea-45d6-89f6-697b4b9b211d
Audi,S6,S6 C8,18,,,f170e2f1-4543-449c-9b89-c570d833dffa,
Audi,S6,S6 C8 Avant,18,,,88ca0b8e-ae19-4374-bb63-d9196f955694,
Audi,S7,S7 I,11,14,,d3e58219-fa9d-4e60-8bf7-fc2d45cdc8be,
Audi,S7,S7 I,14,18,Facelift,6faf0d8b-484b-4673-9f4b-5f62056e6acb,d3e58219-fa9d-4e60-8bf7-fc2d45cdc8be
Audi,S7,S7 II,18,,,512b36b9-d0ce-42f5-a386-c22953ceb18d,
Audi,S8,S8 D2,96,99,,169e6bdb-286b-4ba1-8cd2-a5b57df102ad,
Audi,S8,S8 D2,99,02,Facelift,2ab2f5a0-f276-40ec-bee4-3eced5435e9e,169e6bdb-286b-4ba1-8cd2-a5b57df102ad
Audi,S8,S8 D3,06,10,,7f189c02-f9f6-43f7-b068-163fcea740e6,
Audi,S8,S8 D4,12,17,,f588e9fa-8d8a-4172-b216-cde028754ba4,
Audi,S8,S8 D5,19,,,6e7d1ae3-c8e6-4124-b2d6-c0ceeb51b12b,
Audi,SQ2,SQ2,18,20,,9e620a84-c407-42fd-bb11-ad414873150b,
Audi,SQ2,SQ2,20,,Facelift,d5534fe9-6f29-42f3-862c-aab8a165f144,9e620a84-c407-42fd-bb11-ad414873150b
Audi,SQ5,SQ5 I,12,17,,e963811e-b0e7-4462-90c7-f3b89b3b08c9,
Audi,SQ5,SQ5 II,17,20,,96016414-28db-4321-87b7-0b1f14d19536,
Audi,SQ5,SQ5 II,20,,Facelift,81e304f0-ffa1-4e17-a5c1-6259a8586144,96016414-28db-4321-87b7-0b1f14d19536
Audi,SQ5,SQ5 II Sportback,21,,,a4cdecc4-9b8e-4f26-8599-abd466c3b3b7,
Audi,SQ7,SQ7,16,19,,aeabb8f5-fddf-402b-840e-bdc3f866b38f,
Audi,SQ7,SQ7,19,,Facelift,a5cd8f1e-d9fe-4c32-8d9a-17221180970f,aeabb8f5-fddf-402b-840e-bdc3f866b38f
Audi,SQ8,SQ8,19,,,0251790e-2b26-4cb8-9adf-758ebb699c71,
Audi,RS3,RS3 I Sportback,11,12,,e9dda08e-1842-4cc9-9f09-f41e3c4cf7a4,
Audi,RS3,RS3 II Sportback,15,16,,ce2847c4-a36c-4acb-a499-2bceb364bdb2,
Audi,RS3,RS3 II Sedan,16,17,,e5fce08b-76b7-4976-a568-3ff247f4ba3e,
Audi,RS3,RS3 II Sportback,17,20,Facelift,4c7dbf2e-6eb5-4863-8dc0-febe9c1a5f13,ce2847c4-a36c-4acb-a499-2bceb364bdb2
Audi,RS3,RS3 II Sedan,17,20,Facelift,c59b6464-2b2f-4851-aeed-42ec1da1e166,e5fce08b-76b7-4976-a568-3ff247f4ba3e
Audi,RS3,RS3 III Sportback,21,,,945a44fe-707e-4eac-b656-7d965a3e84bd,
Audi,RS3,RS3 III Sedan,21,,,33354e9b-7341-40fa-9627-b5f36d36055f,
Audi,RS4,RS4 B8 Avant,12,,,448615f7-f73f-4903-8ec7-14465158a4b6,
Audi,RS5,RS5 I,10,12,,c1f74d77-dfee-4521-b3f8-0b794a60fb77,
Audi,RS5,RS5 I,12,,Facelift,3219a607-deae-4041-a38c-f4b6adadbb9b,
Audi,RS6,RS6 C6,08,10,,4707c3fc-3b3a-43d7-ae4d-50d9908a50f0,
Audi,RS6 Avant,RS6 C6 Avant,08,10,,a4972e04-144f-4484-aa26-70015b971ce3,
Audi,RS6 Avant,RS6 C7 Avant,12,,,d74048f5-08da-4f6d-affa-1038ba370bb9,
Audi,RS6 Avant,RS6 C7 Avant,14,,Facelift,5dd77274-da24-48c7-8a27-ada143b366f6,
Audi,RS7,RS7 Sportback,13,,,699f3963-6e2a-4b0b-b9fe-ea7e97d94509,
Audi,RSQ3,RS Q3 I,13,16,,8ae9032e-0547-4f4e-a93c-ee3ddfca1fad,97179169-7a30-4709-ad63-48346f1e946c
Audi,RSQ3,RS Q3 I,16,18,Facelift,729e5b90-879d-4acf-9375-cd0fa4f70698,8ae9032e-0547-4f4e-a93c-ee3ddfca1fad
Audi,RSQ3,RS Q3 II,19,,,97179169-7a30-4709-ad63-48346f1e946c,
Audi,RSQ3,RS Q3 II Sportback,19,,,4336f9db-122a-4835-998d-d561ef8444cc,
Volkswagen,Golf,Golf IV 3D,97,04,,a74fa1d7-e385-483a-bb00-98e9e50b2668,
Volkswagen,Golf,Golf IV 3D GTI,97,04,,668f8f0a-a469-478f-aa0c-7210d91622df,
Volkswagen,Golf,Golf IV 5D,97,04,,1f894094-e4b4-4cbb-a6d0-7992653582d1,
Volkswagen,Golf,Golf IV Variant,99,06,,0c35df1b-8644-47e4-90fe-752f67b7781c,
Volkswagen,Golf,Golf IV R32,02,04,,82e4b728-d2ae-433a-8b11-7696b490599f,
Volkswagen,Golf,Golf V 3D,03,09,,8fe3f075-8ec7-41b3-9ddf-0c83d8cd7212,
Volkswagen,Golf,Golf V 5D,03,09,,f951ee2e-51a1-4676-9778-c5204c70194d,
Volkswagen,Golf,Golf V 3D GTI,04,09,,a7375abe-cb50-4b7c-a55d-107dc532b0a9,
Volkswagen,Golf,Golf V 5D GTI,04,09,,b0e74abf-5834-4937-a12e-d15a757ecb9d,
Volkswagen,Golf,Golf V Variant,07,10,,8e7daff2-544e-47d6-9b3f-cc92b9f13880,
Volkswagen,Golf,Golf V R32,07,09,,314f6208-ec50-47f7-9256-7bf80558be9c,
Volkswagen,Golf,Golf VI 3D,08,11,,7d7c22e0-bae7-45a8-9934-ca1870bca134,
Volkswagen,Golf,Golf VI 5D,07,11,,c546b38e-cb11-47f1-8498-5e101963872b,
Volkswagen,Golf,Golf VI Cabrio,11,14,,ba7137db-b53f-466b-998e-3c838bea1faf,
Volkswagen,Golf,Golf VI Variant,09,13,,641ea239-fd7e-405d-abae-5952b89406bb,
Volkswagen,Golf,Golf VI 3D GTI,09,13,,55cd0692-2232-4003-8f52-0f95b336050c,
Volkswagen,Golf,Golf VI 5D GTI,09,13,,9a972aa5-f3bf-47fe-8c0f-99bdb0a061d0,
Volkswagen,Golf,Golf VI 3D GTD,09,12,,3ec6d921-f738-4bce-bf7d-fd19d1a739c8,
Volkswagen,Golf,Golf VI 5D GTD,09,12,,4558a99a-5065-46fb-93c7-741a8f5820db,
Volkswagen,Golf,Golf VI Cabrio GTI,12,15,,53d05f9e-b6ff-4779-bc38-ab5c2063f200,
Volkswagen,Golf,Golf VI Cabrio R,13,15,,67ac2103-d698-4dae-b70f-4f8fe2422fd5,
Volkswagen,Golf,Golf VII 3D,12,17,,17e677fa-9900-47ee-8318-692121c54fe3,
Volkswagen,Golf,Golf VII 3D GTI,13,17,,b5fbec2c-098f-46c5-a728-1129a4c42e3d,
Volkswagen,Golf,Golf VII 5D,12,17,,0e28f726-f72c-4990-a166-6a6a2ac66d53,
Volkswagen,Golf,Golf VII 5D GTI,13,17,,12281ffc-3b38-4f8c-a8d1-de6c6720aee5,
Volkswagen,Golf,Golf VII 5D GTD,13,17,,6007cfdf-e740-4038-a573-4ce68c85f97a,
Volkswagen,Golf,Golf VII 5D e-Golf,14,17,,4966b7bf-4ca4-4141-b811-459eadcab86e,
Volkswagen,Golf,Golf VII 5D GTE,14,17,,fa65b5b2-d6c6-45c9-ade8-26f2caf32b0c,
Volkswagen,Golf,Golf VII 3D R,13,17,,ff26ef83-e073-4e9f-8448-348f1f42ef56,
Volkswagen,Golf,Golf VII 5D R,13,17,,aa31a834-509f-43f9-8561-79a0fb96bf2c,
Volkswagen,Golf,Golf VII 5D R-Line,13,17,,213777c9-3ab9-4e88-9737-6cd61ff751c7,
Volkswagen,Golf,Golf VII Variant,13,17,,e3b956df-fb77-48cd-b864-07f0b81f7e03,
Volkswagen,Golf,Golf VII 3D,17,19,Facelift,e5c5e5fb-cbc1-4aab-a6af-f743929fa3a7,17e677fa-9900-47ee-8318-692121c54fe3
Volkswagen,Golf,Golf VII 5D,17,19,Facelift,18a3b665-a9b6-4c6f-a46a-ca3d3b4bfb44,0e28f726-f72c-4990-a166-6a6a2ac66d53
Volkswagen,Golf,Golf VII 3D GTI,17,19,Facelift,e1d51fa4-5b0b-4301-803a-570bdc38b33e,b5fbec2c-098f-46c5-a728-1129a4c42e3d
Volkswagen,Golf,Golf VII 3D GTD,17,19,,f201d09d-d89a-4d7e-8e97-bfe6ac025039,
Volkswagen,Golf,Golf VII 5D GTI,17,19,Facelift,80a60cf0-9b5a-4831-a226-28ab5d2dc29b,12281ffc-3b38-4f8c-a8d1-de6c6720aee5
Volkswagen,Golf,Golf VII 5D GTD,17,19,Facelift,eb198b94-8db0-46da-8644-1ebeb2770cf5,6007cfdf-e740-4038-a573-4ce68c85f97a
Volkswagen,Golf,Golf VII 5D e-Golf,17,19,Facelift,9e12bb88-9cc0-4857-a683-26815543328a,4966b7bf-4ca4-4141-b811-459eadcab86e
Volkswagen,Golf,Golf VII 5D GTE,17,19,Facelift,04d1eabf-958a-4dfb-b4de-dca906758a12,fa65b5b2-d6c6-45c9-ade8-26f2caf32b0c
Volkswagen,Golf,Golf VII 3D R,17,19,Facelift,3feaac1c-300a-4024-aa57-12c4e1d72442,ff26ef83-e073-4e9f-8448-348f1f42ef56
Volkswagen,Golf,Golf VII 5D R,17,19,Facelift,39007fa3-26f7-41ad-af25-a5668a7b83ba,aa31a834-509f-43f9-8561-79a0fb96bf2c
Volkswagen,Golf,Golf VII 5D R-Line,17,19,Facelift,5bb713f7-6d09-4d26-88c4-8346fc8f1993,213777c9-3ab9-4e88-9737-6cd61ff751c7
Volkswagen,Golf,Golf VII Variant,17,19,Facelift,51bd0760-94a0-446c-b53a-d85e539d6664,e3b956df-fb77-48cd-b864-07f0b81f7e03
Volkswagen,Golf,Golf VIII 5D,19,,,fa9bbec7-ca2e-4578-8e58-a3623a582cc3,
Volkswagen,Golf,Golf VIII Variant,19,,,07228798-f816-474b-9199-05707119a2ba,
Volkswagen,Golf Plus,Golf V Plus,04,08,,b822aa54-f566-4cda-8dae-acd50fe58ce8,
Volkswagen,Golf Plus,Golf V Plus CrossGolf,06,08,,4c375e82-2262-4bf9-b65b-b2f829b97f22,
Volkswagen,Golf Plus,Golf V Plus,08,13,Facelift,a2c74229-f2a4-4323-8fe6-dae17a60b1a2,b822aa54-f566-4cda-8dae-acd50fe58ce8
Volkswagen,Golf Plus,Golf V Plus CrossGolf,09,13,Facelift,b54c5a99-a372-4055-b328-60273f3091f1,4c375e82-2262-4bf9-b65b-b2f829b97f22
Volkswagen,Golf Sportsvan,Golf VII Sportsvan,14,17,,a77acc22-cb8b-48cb-a93e-6c6189251222,
Volkswagen,Golf Sportsvan,Golf VII Sportsvan,17,,Facelift,d33a8fbb-07cb-400b-ac9f-1a994d9f74dc,a77acc22-cb8b-48cb-a93e-6c6189251222
Volkswagen,Tiguan,Tiguan I,07,11,,728bd01e-efbf-4252-a7b4-6028e50c282c,
Volkswagen,Tiguan,Tiguan I,11,16,Facelift,12ae65cc-ab3d-47ab-b93c-d3546ca89e17,728bd01e-efbf-4252-a7b4-6028e50c282c
Volkswagen,Tiguan,Tiguan II,16,20,,0d8d0f24-2f30-4633-b964-6c3dfb7f7a5c,
Volkswagen,Tiguan,Tiguan II R-Line,16,20,,7db12380-f330-4cbe-9279-d9f3bd70fd2f,
Volkswagen,Tiguan,Tiguan II Allspace,17,20,,bd3d0fae-d9a4-4ed5-9963-9fb17eeb1b96,
Volkswagen,Tiguan,Tiguan II R-Line,20,,Facelift,740c2b7c-6561-41a8-b2df-76e3533e3e2b,7db12380-f330-4cbe-9279-d9f3bd70fd2f
Volkswagen,Polo,Polo I,75,79,,c590ca4e-1828-4fb5-96a7-3a79e9751e76,
Volkswagen,Polo,Polo I 2D,75,79,,9c070f62-2269-4a3b-a4a5-41325ca990a3,
Volkswagen,Polo,Polo I,79,81,Facelift,4583078d-f7ac-4414-a77d-ca54d4359cec,
Volkswagen,Polo,Polo I 2D,79,81,Facelift,cede4863-537b-45e3-b8c4-dc4392bb3bb6,
Volkswagen,Polo,Polo II 3D,81,90,,bd98def7-83b4-48a8-ae98-2a53ad618312,
Volkswagen,Polo,Polo II 3D Coupé,83,90,,998b79f2-1975-43a0-943c-b965449fdcdc,
Volkswagen,Polo,Polo II 2D,81,90,,a798a73c-ce1e-4cc7-b74a-03fe8a2e4a3e,
Volkswagen,Polo,Polo II 3D,91,94,Facelift,24337a04-f2ef-46a1-8c86-60b152bbbc30,
Volkswagen,Polo,Polo II 3D Coupé,91,94,Facelift,824ce3c0-67cd-4485-8bb6-fc131c5e1243,
Volkswagen,Polo,Polo II 2D,91,94,Facelift,e8741b98-da3e-4467-843d-3e3a8b4a7b5f,
Volkswagen,Polo,Polo III 3D,94,00,,ed605fb6-d40f-4f1d-87ca-b0873eb2aa8c,
Volkswagen,Polo,Polo III 3D GTI,94,00,,c84d5872-d217-4509-9911-de19e32119a4,
Volkswagen,Polo,Polo III 5D,94,00,,4a43c791-22fd-46e3-a13c-5f6a288a6c67,
Volkswagen,Polo,Polo III Sedan,94,00,,1d08c0d2-5998-4314-af4b-d984ae3a0de1,
Volkswagen,Polo,Polo III Variant,94,00,,56ff1d42-9c1f-40a2-9684-20665c5220e9,
Volkswagen,Polo,Polo III 3D,00,03,Facelift,c86e4c72-efbb-492a-accf-aa441ea46914,ed605fb6-d40f-4f1d-87ca-b0873eb2aa8c
Volkswagen,Polo,Polo III 3D GTI,00,03,Facelift,93d63ba7-b7c0-46ad-9b81-b750f5d3135d,c84d5872-d217-4509-9911-de19e32119a4
Volkswagen,Polo,Polo III 5D,00,03,Facelift,173edad7-0504-41a3-81db-a919c2e09547,4a43c791-22fd-46e3-a13c-5f6a288a6c67
Volkswagen,Polo,Polo III Sedan,00,03,Facelift,beca5276-755b-446b-935d-fbf1cf0c2eeb,1d08c0d2-5998-4314-af4b-d984ae3a0de1
Volkswagen,Polo,Polo III Variant,00,03,Facelift,887275bf-9455-4c7f-8c80-e1405ef90b29,56ff1d42-9c1f-40a2-9684-20665c5220e9
Volkswagen,Polo,Polo IV 3D,01,05,,e7f490cb-8870-40de-9415-9fd80bd7a25c,
Volkswagen,Polo,Polo IV 5D,01,05,,e2c8112a-d38a-4b83-b5d7-78b9ae5b58c5,
Volkswagen,Polo,Polo IV Sedan,03,05,,ec5a13c3-6d78-4e87-8d92-dbe13c7fbdd1,
Volkswagen,Polo,Polo IV 3D,05,09,Facelift,cba19769-a932-4f31-a95f-1ade553c9643,e7f490cb-8870-40de-9415-9fd80bd7a25c
Volkswagen,Polo,Polo IV 3D GTI,05,09,,418f178c-9d79-490e-9e01-1de58929f924,
Volkswagen,Polo,Polo IV 5D,05,09,Facelift,51a29ee5-c20c-4085-a03b-1bca72f55236,e2c8112a-d38a-4b83-b5d7-78b9ae5b58c5
Volkswagen,Polo,Polo IV 5D CrossPolo,05,09,,85426c48-69b5-4584-8aef-12e50f16a266,
Volkswagen,Polo,Polo IV Sedan,05,09,Facelift,b00cebc3-b474-4704-aef1-1bc7864c544d,
Volkswagen,Polo,Polo V 3D,09,14,,4f984885-f323-4709-8c78-87b367239562,
Volkswagen,Polo,Polo V 3D GTI,09,14,,223f3230-2c9b-46df-993b-b78b0b4d9bcd,
Volkswagen,Polo,Polo V 5D,09,14,,ec035180-1efb-4015-b366-e67464e0c487,
Volkswagen,Polo,Polo V 5D GTI,09,14,,81d0c1e3-8feb-4871-b889-cad8837222b7,
Volkswagen,Polo,Polo V 5D CrossPolo,09,14,,ade327dc-f39b-41b0-b85c-5a9bce7148f2,
Volkswagen,Polo,Polo V Sedan,10,14,,d28ffe1f-9a83-4128-aea3-a2febfa97cdb,
Volkswagen,Polo,Polo V 3D,14,,Facelift,43931853-5ae5-46ad-b35d-d3a0023e30c8,4f984885-f323-4709-8c78-87b367239562
Volkswagen,Polo,Polo V 3D GTI,14,,Facelift,a819befa-732f-4dcb-90ed-5bf9d74f552e,223f3230-2c9b-46df-993b-b78b0b4d9bcd
Volkswagen,Polo,Polo V 5D,14,17,Facelift,8587eedf-23c4-42de-85ba-7b92a91b9c9d,ec035180-1efb-4015-b366-e67464e0c487
Volkswagen,Polo,Polo V 5D R-Line,16,17,Facelift,65ce89c2-c6d8-431f-a3d2-b240ecbc0e25,
Volkswagen,Polo,Polo V 5D GTI,14,17,Facelift,3464b567-c66b-4c91-921b-af9ee7201a7f,81d0c1e3-8feb-4871-b889-cad8837222b7
Volkswagen,Polo,Polo V 5D CrossPolo,14,17,Facelift,2e31c114-804f-481e-9edd-3e65d4bd619a,ade327dc-f39b-41b0-b85c-5a9bce7148f2
Volkswagen,Polo,Polo V Sedan,15,,Facelift,9cc63204-2f78-4b14-8207-730d4d14fc34,d28ffe1f-9a83-4128-aea3-a2febfa97cdb
Volkswagen,Polo,Polo VI 5D,17,21,,29c126e4-929d-48fc-b7ac-3c7b43e95618,
Volkswagen,Polo,Polo VI 5D R-Line,17,21,,d8bb42da-b3d4-4f64-8bef-35bf258dd12a,
Volkswagen,Polo,Polo VI 5D GTI,17,21,,9575d2ed-a390-40af-8ec6-47aaed2a4ec4,
Volkswagen,Polo,Polo VI 5D,21,,Facelift,6e41fa4b-8493-453a-a9d4-1f8c10c3bf97,29c126e4-929d-48fc-b7ac-3c7b43e95618
Volkswagen,Passat,Passat B5,96,00,,8fc9f563-43ca-4065-8c82-fa7c94473d8f,
Volkswagen,Passat,Passat B5 Variant,97,00,,1fa691cd-3a37-493e-975f-43a25885b5f5,
Volkswagen,Passat,Passat B5,00,05,Facelift,3d728d5a-a58b-4163-b7c0-fed5563c47b8,
Volkswagen,Passat,Passat B5 Variant,00,05,Facelift,0579a718-57e6-49f5-a736-ad12851acc88,
Volkswagen,Passat,Passat B6,05,10,,d95ddaee-8827-4896-9574-008b8c2b6b87,
Volkswagen,Passat,Passat B6 Variant,05,10,,6ae45ef4-32c8-4cd2-a3a4-69ee7509d84a,
Volkswagen,Passat,Passat B7,10,14,Facelift,96fa7f35-6535-47b2-9d40-b4da35982d4a,d95ddaee-8827-4896-9574-008b8c2b6b87
Volkswagen,Passat,Passat B7 Variant,10,14,Facelift,9787afbc-cf4c-4251-9809-8dc9ab22d8f2,6ae45ef4-32c8-4cd2-a3a4-69ee7509d84a
Volkswagen,Passat,Passat B7 Alltrak,11,14,,d5b13836-69d9-45e2-a726-5e5f4d549eb1,
Volkswagen,Passat,Passat B8,14,19,,209df1f3-36bc-4263-a5ce-9d46147611fe,
Volkswagen,Passat,Passat B8 Variant,14,19,,841b078c-02ef-40d4-b567-51ec7f101491,
Volkswagen,Passat,Passat B8 Variant GT,14,19,,a1381874-eb05-46c3-ae80-ab4acdebd7f4,
Volkswagen,Passat,Passat B8 Variant GTE,15,19,,a11f8186-78d6-4bf5-a476-4594d886ae81,
Volkswagen,Passat,Passat B8 Alltrak,15,19,,ebbe2e18-35fa-442e-b84e-4d502a7521af,
Volkswagen,Passat,Passat B8,19,,Facelift,8fc412e8-8c1c-4c1a-a768-a14475976d4f,209df1f3-36bc-4263-a5ce-9d46147611fe
Volkswagen,Passat,Passat B8 Variant,19,,Facelift,628deced-f9c5-47df-89db-620afee90603,841b078c-02ef-40d4-b567-51ec7f101491
Volkswagen,Passat,Passat B8 Alltrak,19,,Facelift,e2bef4f7-5737-4027-ba23-69e038ab998b,ebbe2e18-35fa-442e-b84e-4d502a7521af
Volkswagen,CC,CC,08,11,,adcf92bc-ef33-4481-a760-65b5a2c32a02,
Volkswagen,CC,CC,11,17,Facelift,1edec44d-3f4f-4aea-aa87-8e08e16d4412,adcf92bc-ef33-4481-a760-65b5a2c32a02
Volkswagen,Caddy,Caddy III,04,10,,03e32060-3398-48fb-9a7f-751d21b1db96,
Volkswagen,Caddy,Caddy III Life,04,10,,6e6cad06-7ca7-40e9-9a3b-210eef5aa395,
Volkswagen,Caddy Maxi,Caddy III Maxi,07,10,,f28b4bbb-3e85-4cad-907f-8f1c52101207,
Volkswagen,Caddy Maxi,Caddy III Maxi Life,07,10,,dd6a4a42-0dd4-4d14-9f10-7ecfb8442972,
Volkswagen,Caddy,Caddy III,10,14,Facelift,c3b0ba0c-b6ad-4e59-8f45-df16739f74e8,
Volkswagen,Caddy,Caddy III Life,10,14,Facelift,be2ceba6-b05b-4ffe-baa7-41c598eb80da,
Volkswagen,Caddy Maxi,Caddy III Maxi,10,14,Facelift,62fde47a-7052-48e4-acd7-a9977c5db8ef,
Volkswagen,Caddy Maxi,Caddy III Maxi Life,10,14,Facelift,6bfa1519-d482-48ee-9352-130ea98224b6,
Volkswagen,Caddy,Caddy III,14,20,Facelift,de2659f6-be2a-439d-b4aa-f9c208bc9895,
Volkswagen,Caddy,Caddy III Life,14,20,Facelift,a92b480f-38ee-4315-bcb2-e0b2df5caf3e,
Volkswagen,Caddy,Caddy III Life,14,20,Facelift Alltrak,672eeaeb-16a7-40ec-af51-abac1bac22b5,
Volkswagen,Caddy Maxi,Caddy III Maxi,14,20,Facelift,582dd00b-cb4a-48aa-8288-a312f5ec9a27,
Volkswagen,Caddy,Caddy IV,20,,,d0abde7d-6148-419e-9f39-0737b7ab01bc,
Volkswagen,Caddy Maxi,Caddy IV Maxi Life,20,,,80b08d6e-cc22-4c09-a0f8-e9fdceeffcf3,
Volkswagen,Caddy,Caddy IV Cargo,20,,,0b3ff823-972d-4a3b-91e5-90e0faab519c,
Volkswagen,Caddy Maxi,Caddy IV Cargo Maxi,20,,,6c34c850-b17d-4dcb-b8ab-3f5384af4b02,
Volkswagen,Jetta,Jetta V,05,10,,c3a72cb1-12f6-424d-9b85-41b080b2259b,
Volkswagen,Jetta,Jetta VI,10,15,,7b1d6d73-a800-42d2-b760-044926d5e286,
Volkswagen,Jetta,Jetta VI,15,,Facelift,073505e5-2676-41ac-a36a-f03474013067,7b1d6d73-a800-42d2-b760-044926d5e286
Volkswagen,Jetta,Jetta VI,15,,Facelift Hybrid,60bae3af-25e9-4cce-b37e-63bb7246f710,
Volkswagen,Scirocco,Scirocco,08,14,,1fb392c4-1b56-4e57-bc4f-0d4d58c2939d,
Volkswagen,Scirocco,Scirocco,14,17,Facelift,02710d24-4cf3-45f5-9c87-01fed8039459,
Volkswagen,Sharan,Sharan I,95,01,,7916e8ab-61c2-49bf-8f0c-772fc0509c39,
Volkswagen,Sharan,Sharan II,00,10,,9a47f796-7793-4ef7-8a1b-855ec10cf74b,
Volkswagen,Sharan,Sharan III,10,15,,1d1e6d42-f301-42fd-ae0b-cd9f7cd0c8b4,
Volkswagen,Sharan,Sharan III,15,,Facelift,a221fc05-2714-4c51-a668-37d31f0cf49b,1d1e6d42-f301-42fd-ae0b-cd9f7cd0c8b4
Volkswagen,Transporter T4,Transporter T4 Multivan,90,03,,5b88a947-b61d-4e4f-89b6-ba09d331bc96,
Volkswagen,Transporter T5,Transporter T5 I,03,09,,92d3d29d-2236-4418-bbbf-48b61ed7cb43,
Volkswagen,Transporter T5,Transporter T5 II,09,,,827c0455-9623-466b-98cd-ee1707bf1412,
Volkswagen,Transporter T5,Transporter T5 Multivan I,03,09,,fba61ec9-caac-4941-ad53-8126c88b2314,
Volkswagen,Transporter T5,Transporter T5 Multivan II,09,14,,066c0476-e093-4d81-a20f-7dfa9cc7f476,
Volkswagen,Transporter T6,Transporter T6,14,,,7e1a5c16-9eb8-49ae-b7e2-57f345f23ae0,
Volkswagen,Touareg,Touareg I,02,07,,142cb9d0-630a-4743-a302-7ebb1344a23d,
Volkswagen,Touareg,Touareg I,07,10,Facelift,fe562a0a-d25d-42d1-924f-feefdc189c70,142cb9d0-630a-4743-a302-7ebb1344a23d
Volkswagen,Touareg,Touareg II,10,15,,e3a69564-cc38-4a40-a451-d2c5ca76bcd9,
Volkswagen,Touareg,Touareg II,15,18,Facelift,8e6f11b5-ca4e-491e-aa0b-d98e6cfe4214,e3a69564-cc38-4a40-a451-d2c5ca76bcd9
Volkswagen,Touareg,Touareg III,18,,,13bba6ad-d49c-4ff1-94b7-99edcb80fa66,
Volkswagen,Touran,Touran I,03,06,,41d63d01-6f9a-4fb1-b854-9a776a0ebdce,
Volkswagen,Touran,Touran I,06,10,,33728790-235d-4012-9e6d-8feb2c014880,41d63d01-6f9a-4fb1-b854-9a776a0ebdce
Volkswagen,Touran,Touran I CrossTouran,06,10,,896bd252-0803-4621-9fd0-9d0f930e0138,
Volkswagen,Touran,Touran I,10,15,Facelift,6260d608-2897-4dde-bfc6-33a008948aa4,33728790-235d-4012-9e6d-8feb2c014880
Volkswagen,Touran,Touran I CrossTouran,10,15,,53115c68-c1f9-4310-b8ae-0a77af48baf7,
Volkswagen,Touran,Touran II,15,,,7b12d750-f392-45e5-8455-fc31a3dcf740,
Volkswagen,Amarok,Amarok SingleCab,10,15,,254b9829-d75d-420b-8ca1-54686e8fa106,
Volkswagen,Amarok,Amarok DoubleCab,10,15,,dc7f6c2b-2291-4f79-9c22-58657b1e2e5a,
Volkswagen,Amarok,Amarok DoubleCab,15,,Facelift,43d8e4f9-b77c-4940-bb41-7dd3b518f3fe,dc7f6c2b-2291-4f79-9c22-58657b1e2e5a
Volkswagen,up!,up! I 3D,12,16,,aaa364e4-c19f-497a-9729-9b29628c00bc,
Volkswagen,up!,up! I 5D,12,16,,09165702-62b1-48fa-8fea-e2916d348254,
Volkswagen,up!,up! I 3D,13,16,Cross up!,7c692892-b0aa-41cd-99f5-0ce934adbe16,
Volkswagen,up!,up! I 3D,16,,Facelift,cfec72ba-fe72-4be5-97c8-c176c2eccecc,
Volkswagen,up!,up! I 5D,16,,Facelift,4e042f47-fa98-424b-beeb-18ab2e8bde00,
Volkswagen,up!,up! I 5D,16,,Facelift Cross up!,627d8edd-7a80-47d3-ab59-4bdf090bc73c,
Volkswagen,Beetle,Beetle II,97,10,,7e31c328-1c89-403e-a228-4d70c54a4be7,
Volkswagen,Beetle,Beetle II Cabrio,97,10,,49c07ff0-675e-4dfc-8fd9-629975b19ecf,
Volkswagen,Beetle,Beetle III,11,,,a66b284a-0c69-469b-ae18-bbc419e9c2ae,
Volkswagen,Beetle,Beetle III Cabrio,12,,,86c5593c-0178-4ad2-a20f-bc2032897393,
Volkswagen,Phaeton,Phaeton,02,11,,1625360e-5170-4002-8969-d76f11ba2d70,
Volkswagen,Phaeton,Phaeton,11,15,Facelift,413f66e6-6941-49f2-99b0-523b94e49e98,1625360e-5170-4002-8969-d76f11ba2d70
Volkswagen,Eos,Eos,06,10,,e195b3d2-b35d-4b1e-bc63-621012bc6d7d,
Volkswagen,Eos,Eos,11,,Facelift,badc46bd-b1e9-4bab-ab21-b0a90260c28c,e195b3d2-b35d-4b1e-bc63-621012bc6d7d
Volkswagen,Arteon,Arteon,17,,,c3f8b4ec-b7dd-4de7-b772-1e602d3d6312,
Ford,Focus,Focus I 3D,98,01,,89f3b47b-49d1-4df2-a821-8d3bdaa47f82,
Ford,Focus,Focus I 5D,98,01,,f5d6cede-fb18-4949-8d8e-888bdb350f86,
Ford,Focus,Focus I Sedan,99,01,,138f0205-6c63-4c75-83c4-efbd0354b272,
Ford,Focus,Focus I Turnier,99,01,,ebb05cee-cb08-4f32-8c61-b7df7a6956f4,
Ford,Focus,Focus I 3D,01,04,Facelift,ae70726e-1902-4934-826d-576333c9163b,89f3b47b-49d1-4df2-a821-8d3bdaa47f82
Ford,Focus,Focus I 5D,01,04,Facelift,89b710f3-cc95-4a2c-b746-49aaadfdda78,f5d6cede-fb18-4949-8d8e-888bdb350f86
